timestamp,open,high,low,close,volume,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,kdj_k,kdj_d,kdj_j,atr,momentum_5,momentum_10,price_position_20,volume_ma_10,volume_ma_30,volume_ratio,price_volume_divergence,funding_rate,open_interest,cvd_spot,stablecoin_inflow,mvrv,lth_sopr,sth_sopr,active_addresses,miner_outflow,fgi,google_trend_btc,usd_liquidity,vix,rsi_14_lag1,rsi_14_lag2,rsi_14_lag3,rsi_14_lag7,macd_lag1,macd_lag2,macd_lag3,macd_lag7,macd_hist_lag1,macd_hist_lag2,macd_hist_lag3,macd_hist_lag7,atr_lag1,atr_lag2,atr_lag3,atr_lag7,volume_ratio_lag1,volume_ratio_lag2,volume_ratio_lag3,volume_ratio_lag7,funding_rate_lag1,funding_rate_lag2,funding_rate_lag3,funding_rate_lag7,mvrv_lag1,mvrv_lag2,mvrv_lag3,mvrv_lag7,lth_sopr_lag1,lth_sopr_lag2,lth_sopr_lag3,lth_sopr_lag7,sth_sopr_lag1,sth_sopr_lag2,sth_sopr_lag3,sth_sopr_lag7,fgi_lag1,fgi_lag2,fgi_lag3,fgi_lag7,rsi_14_ma3,rsi_14_std3,rsi_14_ma7,rsi_14_std7,rsi_14_ma14,rsi_14_std14,rsi_14_ma30,rsi_14_std30,macd_ma3,macd_std3,macd_ma7,macd_std7,macd_ma14,macd_std14,macd_ma30,macd_std30,macd_hist_ma3,macd_hist_std3,macd_hist_ma7,macd_hist_std7,macd_hist_ma14,macd_hist_std14,macd_hist_ma30,macd_hist_std30,atr_ma3,atr_std3,atr_ma7,atr_std7,atr_ma14,atr_std14,atr_ma30,atr_std30,volume_ratio_ma3,volume_ratio_std3,volume_ratio_ma7,volume_ratio_std7,volume_ratio_ma14,volume_ratio_std14,volume_ratio_ma30,volume_ratio_std30,funding_rate_ma3,funding_rate_std3,funding_rate_ma7,funding_rate_std7,funding_rate_ma14,funding_rate_std14,funding_rate_ma30,funding_rate_std30,mvrv_ma3,mvrv_std3,mvrv_ma7,mvrv_std7,mvrv_ma14,mvrv_std14,mvrv_ma30,mvrv_std30,lth_sopr_ma3,lth_sopr_std3,lth_sopr_ma7,lth_sopr_std7,lth_sopr_ma14,lth_sopr_std14,lth_sopr_ma30,lth_sopr_std30,sth_sopr_ma3,sth_sopr_std3,sth_sopr_ma7,sth_sopr_std7,sth_sopr_ma14,sth_sopr_std14,sth_sopr_ma30,sth_sopr_std30,fgi_ma3,fgi_std3,fgi_ma7,fgi_std7,fgi_ma14,fgi_std14,fgi_ma30,fgi_std30,future_drawdown,future_upswing,label,pivot_high,pivot_low,price_position,is_top_range,is_bottom_range,enhanced_label
2020-01-01,49814.787426984614,50051.32013313953,49728.80535504548,50000.0,8274.116890083,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,8274.116890083,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,False,,False,False,0
2020-01-02,51002.880261909006,51696.60696325342,50270.51807564361,51596.230730450734,3696.091101584865,,35.812868952416466,19.896038306898035,15.91683064551843,,,,,,,,,,,,,,,,,11970.207991667865,,1.0157115152695553,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,False,,False,False,0
2020-01-03,52236.85062279132,52455.80228604798,51873.093670066875,52230.56168148577,1452.034103175764,,65.30326826375676,38.50555878102046,26.797709482736302,,,,,,,,,,,,,,,,,10518.173888492101,,1.0186241459475334,,,,,,,,,,,,,35.812868952416466,0.0,,,15.91683064551843,0.0,,,,,,,,,,,,,,,1.0157115152695553,1.0,,,,,,,,,,,,,,,,,,,,,,,33.705379072057745,32.70260458555107,,,,,,,14.238180042751578,13.477488982184735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0114452204056963,0.010018266165749284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,False,,False,False,0
2020-01-04,52981.49139066678,53190.04266984628,52874.32826159078,53007.86063136664,3529.0404901784223,,105.17974520843563,61.09166529437248,44.08807991406315,,,,,,,,,,,,,,,,,14047.214378670524,,1.0251253327510619,,,,,,,,,,,,,65.30326826375676,35.812868952416466,0.0,,26.797709482736302,15.91683064551843,0.0,,,,,,,,,,,,,,1.0186241459475334,1.0157115152695553,1.0,,,,,,,,,,,,,,,,,,,,,,68.76529414153629,34.81278641193894,,,,,,,28.93420668077263,14.20662826097499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0198203313227168,0.004819557498633037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,False,,False,False,0
2020-01-05,54900.323353742046,55342.40995664506,53617.75524871504,54141.36026214656,3893.4613112309376,,169.73828690341907,93.41157890962909,76.32670799378998,,,,,,,,,,,,,,,,,10153.753067439586,,1.0372861393736368,,,,,,,,,,,,,105.17974520843563,65.30326826375676,35.812868952416466,,44.08807991406315,26.797709482736302,15.91683064551843,,,,,,,,,,,,,,1.0251253327510619,1.0186241459475334,1.0157115152695553,,,,,,,,,,,,,,,,,,,,,,113.40710012520383,52.701378599250184,,,,,,,49.070832463529804,25.137646878813097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0270118726907442,0.00947294961281821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,False,,False,False,0
2020-01-06,54579.056199257946,54749.922365213184,53946.26733311364,54540.287875958566,6431.437864390407,,222.41458848696493,128.37856693367058,94.03602155329435,,,,,,,,0.09080575751917142,,,,,,0.0006341307555993134,,,3722.3152030491783,,1.0371626633249655,,,,,,,,,,,,,169.73828690341907,105.17974520843563,65.30326826375676,,76.32670799378998,44.08807991406315,26.797709482736302,,,,,,,,,,,,,,1.0372861393736368,1.0251253327510619,1.0186241459475334,,,,,,,,,,,,,,,,,,,,,,165.77754019960653,58.717695420325825,,,,,,,71.48360315371582,25.323723400558094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0331913784832214,0.006985673331799532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,False,,False,False,0
2020-01-07,55035.08526542941,55198.2969962167,54586.56931143304,54684.13031128983,5527.755557018528,,258.88170470721525,161.40542959724317,97.47627510997208,,,,,,,,0.05984738685604607,,,,,,0.004092760156956185,,,-1805.4403539693494,,1.0340045003069616,,,4686.482141534998,,,,,,,,,,222.41458848696493,169.73828690341907,105.17974520843563,,94.03602155329435,76.32670799378998,44.08807991406315,,,,,,,,,,,,,,1.0371626633249655,1.0372861393736368,1.0251253327510619,,,,,,,,,,,,,,,,,,,,,,217.01152669919975,44.816649160187644,122.47578036031544,97.38815127400605,,,,,89.2796682190188,11.348710062418018,50.663089242767754,38.983212524836475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0361511010018545,0.0018600356155555723,1.0239877567105307,0.013691428840019858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,False,,False,False,0
2020-01-08,56949.43989063152,57811.89571443175,56672.48958976862,57260.5070621559,7143.554991010622,,401.7035369243167,219.15358359484878,182.54995332946794,,,,,,,,0.09630272428131081,,,,,,0.008339954835826736,,,5338.1146370412725,-622.6254712354573,1.071639570263245,,,4524.686662364351,,,,,,,,,,258.88170470721525,222.41458848696493,169.73828690341907,0.0,97.47627510997208,94.03602155329435,76.32670799378998,0.0,,,,,,,,,,,,,1.0340045003069616,1.0371626633249655,1.0372861393736368,1.0,,,,,,,,,,,,,,,,,,,,,294.33327670616563,94.75622526167038,179.8619999209321,127.03168105115479,,,,,124.6874166642448,50.13994114609906,76.74165400412032,56.54629472013479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.047602244631724,0.020876739832859675,1.0342219810338513,0.018649570023848875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,False,,False,False,0
2020-01-09,58955.42001969159,59302.05375670277,58210.72325346906,58794.95016959751,5972.508706671002,,570.6221874514886,300.3445747304676,270.27761272102094,,,,94.70290996504936,94.70290996504936,94.70290996504937,,0.10917417660893958,,,,,,0.003203869396100656,,,-634.3940696297295,-642.5086295366104,1.0882224026416585,,,4850.180961696616,,,,,,,,,,401.7035369243167,258.88170470721525,222.41458848696493,35.812868952416466,182.54995332946794,97.47627510997208,94.03602155329435,15.91683064551843,,,,,,,,,,,,,1.071639570263245,1.0340045003069616,1.0371626633249655,1.0157115152695553,,,,,,,,,,,,,,,,,,,,,410.40247636100685,156.0521893659315,256.26333113508525,176.96775416779644,,,,,183.43461372015364,86.40406551804757,113.07890858633496,85.3411158872772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0646221577372883,0.02778179785962894,1.0445806792298662,0.025524917777352163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,False,,False,False,0
2020-01-10,58857.78528800801,59479.90853144126,58503.499562069934,59327.97865698571,5470.258805361519,,709.6025886890711,392.04212725230127,317.56046143676986,,,,96.89132730669921,96.01596037003927,98.64206118001908,,0.09579771120869718,,,5139.025982070507,,,0.0026097636453487963,,,4835.86473573179,-701.0445661540364,1.0874217916620945,,,5424.006021060628,,,,,,,,,,570.6221874514886,401.7035369243167,258.88170470721525,65.30326826375676,270.27761272102094,182.54995332946794,97.47627510997208,26.797709482736302,,,,,,,,,,,,,1.0882224026416585,1.071639570263245,1.0340045003069616,1.0186241459475334,,,,,,,,,,,,,,,,,,,,,560.6427710216254,154.19191964438085,348.3060911958445,222.73046684341807,,,,,256.7960091624196,68.50747806430641,154.61644457976834,104.87240519463323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0824279215223325,0.009351557979943954,1.0544089143319462,0.027063469915136987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,False,,False,False,0
