fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,fold_11,fold_12,fold_13,fold_14,fold_15,fold_16,fold_17,fold_18,fold_19,fold_20,fold_21,fold_22,fold_23,fold_24,fold_25,fold_26,fold_27,fold_28,fold_29,fold_30,fold_31,fold_32,fold_33,fold_34,fold_35,fold_36,fold_37,fold_38,fold_39,fold_40
1.0,1.0,1.0,0.9991,1.0,1.0,1.0,1.0,0.9991,1.0,0.9991,1.0,1.0,1.0,1.0680243949708865,0.9991,1.0,1.0,1.0,1.0,1.0788789920135924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9482129025716558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9972291822193365,1.0,1.0,1.0,1.0,0.9991,1.0,0.9991,1.0,1.0,1.0,1.0680243949708865,0.9991,1.0,0.9991,1.0,1.0,1.0788789920135924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9482129025716558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9972291822193365,1.0,1.0,1.0,1.0,0.9991,1.0,0.9991,1.0,1.0,1.0,1.0680243949708865,0.9991,1.0,0.9991,1.0,1.0,1.0788789920135924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9482129025716558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9972291822193365,1.0,1.0,1.0,1.0,0.9991,1.0,0.9991,1.0,1.0,1.0,1.0680243949708865,0.9991,1.0,0.9991,1.0,1.0,1.0788789920135924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991,1.0,0.9482129025716558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9972291822193365,1.0,1.0,1.0,1.0,0.9991,1.0,0.9266886253690761,1.0,1.0,1.0,1.0680243949708865,0.9991,1.0,0.9991,1.0,1.0,1.0788789920135924,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,0.9991,1.0,0.9482129025716558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9972291822193365,1.0,1.0,1.0,1.0,0.9991,1.0,0.9266886253690761,1.0,1.0,1.0,1.0680243949708865,0.9991,1.0,0.9991,1.0,1.0,1.0788789920135924,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,0.9991,1.0,0.9482129025716558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9972291822193365,1.0,1.0,1.0,1.0,1.017760517863505,1.0,0.9266886253690761,1.0,1.0,1.0,1.0680243949708865,0.9991,1.0,0.9991,1.0,1.0,1.0788789920135924,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,0.9991,0.9991,0.9482129025716558,0.9991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9972291822193365,1.0,1.0,1.0,1.0,1.017760517863505,1.0,0.9266886253690761,1.0,1.0,1.0,1.0680243949708865,1.064612369936598,1.0,0.9991,1.0,1.0,1.1308455504430195,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,0.9991,0.9991,0.9482129025716558,0.9991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9972291822193365,1.0,1.0,1.0,1.0,1.017760517863505,1.0,0.9266886253690761,0.9991,1.0,1.0,1.0680243949708865,1.064612369936598,1.0,0.9991,1.0,1.0,1.1308455504430195,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,0.9991,0.9991,0.9482129025716558,0.9991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9909709758973299,1.0,1.0,1.0,1.0,1.017760517863505,1.0,0.9266886253690761,0.9991,1.0,1.0,1.0680243949708865,1.064612369936598,1.0,0.9689147214122766,1.0,1.0,1.1308455504430195,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,0.9991,0.9991,0.9482129025716558,0.9991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9909709758973299,1.0,1.0,1.0,1.0,1.017760517863505,1.0,0.9266886253690761,0.9991,1.0,1.0,1.0680243949708865,1.064612369936598,1.0,0.9689147214122766,1.0,1.0,1.1308455504430195,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,0.9991,0.9991,0.9482129025716558,0.9991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9909709758973299,1.0,1.0,1.0,1.0,1.017760517863505,1.0,0.9266886253690761,0.9991,1.0,1.0,1.0680243949708865,1.064612369936598,1.0,0.9689147214122766,1.0,0.9991,1.1308455504430195,1.0,1.0,1.0,1.0,0.9991,1.0,1.0,0.9590712521072976,0.9991,0.9482129025716558,0.9991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9909709758973299,1.0,1.0,1.0,1.0,1.017760517863505,1.0,0.9981798601840768,0.9991,1.0,1.0,1.0680243949708865,1.064612369936598,1.0,0.9689147214122766,1.0,0.9991,1.1308455504430195,1.0,1.0,1.0,1.0,1.0043083337809473,1.0,1.0,0.9590712521072976,0.9991,0.9482129025716558,0.9991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9909709758973299,1.0,1.0,1.0,1.0,1.017760517863505,1.0,0.9981798601840768,0.9991,1.0,1.0,1.0680243949708865,1.064612369936598,1.0,0.9689147214122766,1.0,0.9991,1.1308455504430195,1.0,1.0,1.0,1.0,1.0043083337809473,1.0,1.0,0.9590712521072976,0.9991,0.9482129025716558,0.9991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9991,0.9909709758973299,1.0,1.0,1.0,1.0,1.017760517863505,1.0,0.9981798601840768,0.9991,1.0,1.0,1.0680243949708865,1.064612369936598,1.0,0.9689147214122766,1.0,0.9991,1.1308455504430195,1.0,1.0,1.0,1.0,1.0043083337809473,1.0,1.0,0.9590712521072976,1.0602689216271952,0.9482129025716558,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9991,0.9909709758973299,1.0,1.0,1.0,1.0,1.017760517863505,1.0,0.9981798601840768,0.9991,1.0,1.0,1.0680243949708865,1.064612369936598,1.0,0.9689147214122766,1.0,0.9991,1.1308455504430195,1.0,1.0,1.0,1.0,1.0043083337809473,1.0,1.0,0.9590712521072976,1.0602689216271952,0.9482129025716558,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9991,0.9909709758973299,1.0,1.0,1.0,1.0,1.017760517863505,1.0,0.9981798601840768,0.9964212698024086,1.0,1.0,1.0680243949708865,1.064612369936598,1.0,0.9689147214122766,1.0,0.9991,1.1308455504430195,1.0,1.0,1.0,1.0,1.0043083337809473,1.0,1.0,0.9590712521072976,1.0602689216271952,0.9482129025716558,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9991,0.9909709758973299,1.0,1.0,1.0,1.0,1.017760517863505,0.9991,0.9981798601840768,0.9964212698024086,1.0,1.0,1.0680243949708865,1.064612369936598,1.0,0.9689147214122766,1.0,0.9991,1.1308455504430195,1.0,1.0,1.0,1.0,1.0043083337809473,1.0,1.0,0.9590712521072976,1.0593146795977306,0.9482129025716558,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9991,0.9909709758973299,1.0,1.0,1.0,1.0,1.017760517863505,0.9991,0.9981798601840768,0.9964212698024086,1.0,1.0,1.0680243949708865,1.064612369936598,1.0,0.9689147214122766,1.0,0.9991,1.1308455504430195,1.0,1.0,1.0,1.0,1.0043083337809473,1.0,1.0,0.9590712521072976,1.0593146795977306,0.9482129025716558,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9991,0.9909709758973299,1.0,1.0,1.0,0.9991,1.017760517863505,0.9991,0.9981798601840768,0.9964212698024086,1.0,1.0,1.0680243949708865,1.064612369936598,1.0,0.9689147214122766,1.0,1.0798508577855994,1.1308455504430195,1.0,1.0,1.0,1.0,1.0043083337809473,1.0,1.0,0.9590712521072976,1.0593146795977306,0.9482129025716558,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9991,0.9909709758973299,1.0,1.0,1.0,0.9991,1.017760517863505,0.9991,0.9981798601840768,0.9964212698024086,1.0,1.0,1.0670631730154128,1.064612369936598,1.0,0.9689147214122766,1.0,1.0798508577855994,1.1308455504430195,1.0,1.0,1.0,1.0,0.9921616077818793,1.0,1.0,0.9590712521072976,1.0593146795977306,0.9482129025716558,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9991,0.9909709758973299,1.0,1.0,1.0,0.9991,1.017760517863505,0.9991,0.9981798601840768,0.9964212698024086,1.0,1.0,1.0670631730154128,1.064612369936598,0.9991,0.9689147214122766,1.0,1.0798508577855994,1.1298277894476207,1.0,1.0,1.0,1.0,0.9912686623348756,1.0,1.0,0.9590712521072976,1.0593146795977306,0.9482129025716558,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9972291822193365,0.9909709758973299,1.0,1.0,1.0,0.9991,1.017760517863505,0.9991,0.9981798601840768,0.9964212698024086,1.0,1.0,1.0670631730154128,1.064612369936598,0.9991,0.9689147214122766,1.0,1.0798508577855994,1.1298277894476207,1.0,1.0,1.0,1.0,0.9912686623348756,1.0,1.0,0.9590712521072976,1.0593146795977306,0.9482129025716558,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9972291822193365,0.9909709758973299,1.0,1.0,1.0,0.9991,1.017760517863505,0.9991,0.9981798601840768,0.9964212698024086,1.0,1.0,1.0670631730154128,1.064612369936598,0.9991,0.9689147214122766,1.0,1.0798508577855994,1.1298277894476207,1.0,1.0,1.0,1.0,0.9912686623348756,1.0,1.0,0.9590712521072976,1.0593146795977306,0.9482129025716558,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9972291822193365,0.9909709758973299,1.0,1.0,1.0,0.9991,1.017760517863505,0.9991,0.9981798601840768,0.9964212698024086,1.0,1.0,1.0670631730154128,1.064612369936598,0.9991,0.9689147214122766,1.0,1.0798508577855994,1.1298277894476207,1.0,1.0,1.0,1.0,0.9912686623348756,1.0,0.9991,0.9590712521072976,1.0593146795977306,0.9482129025716558,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9972291822193365,0.9909709758973299,1.0,1.0,1.0,0.9991,1.017760517863505,0.9266886253690761,0.9981798601840768,0.9964212698024086,1.0,1.0,1.0670631730154128,1.064612369936598,0.9991,0.9689147214122766,1.0,1.0798508577855994,1.1298277894476207,1.0,1.0,0.9991,1.0,0.9912686623348756,1.0,0.9991,0.9590712521072976,1.133206354741688,0.9482129025716558,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9972291822193365,0.9909709758973299,1.0,1.0,1.0,0.9991,1.017760517863505,0.9266886253690761,0.9981798601840768,0.9964212698024086,1.0,1.0,1.0670631730154128,1.064612369936598,0.9991,0.9689147214122766,1.0,1.0798508577855994,1.1298277894476207,1.0,1.0,0.9991,1.0,0.9912686623348756,1.0,0.9991,0.9590712521072976,1.133206354741688,0.9482129025716558,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9972291822193365,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.017760517863505,0.9266886253690761,0.9981798601840768,0.9964212698024086,1.0,0.9991,1.0670631730154128,1.064612369936598,0.9991,0.9689147214122766,1.0,1.0798508577855994,1.1298277894476207,1.0,1.0,0.9991,1.0,0.9912686623348756,1.0,0.9991,0.958208087980401,1.133206354741688,0.9473595109593413,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9972291822193365,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.017760517863505,0.9266886253690761,0.9981798601840768,0.9964212698024086,1.0,0.9991,1.1370319822800565,1.064612369936598,0.9991,0.9689147214122766,1.0,1.0798508577855994,1.1298277894476207,1.0,1.0,0.9991,1.0,0.9912686623348756,1.0,0.9991,0.958208087980401,1.133206354741688,0.9473595109593413,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9972291822193365,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.017760517863505,0.9266886253690761,0.9981798601840768,0.9964212698024086,1.0,0.9991,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,1.0,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9991,1.0,0.9530700612030429,1.0,0.9991,0.958208087980401,1.133206354741688,0.9473595109593413,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.017760517863505,0.9266886253690761,0.9981798601840768,0.9964212698024086,1.0,0.9991,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,1.0,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9991,1.0,0.9530700612030429,1.0,0.9991,0.958208087980401,1.133206354741688,0.9473595109593413,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.017760517863505,0.9266886253690761,0.9981798601840768,0.9964212698024086,1.0,0.9991,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,1.0,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9991,1.0,0.9530700612030429,1.0,0.9991,0.958208087980401,1.133206354741688,0.9473595109593413,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.017760517863505,0.9266886253690761,0.9981798601840768,0.9964212698024086,1.0,0.9991,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,0.9991,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9991,1.0,0.9530700612030429,1.0,0.9590712521072976,0.958208087980401,1.133206354741688,0.9473595109593413,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.017760517863505,0.9981798601840768,0.9981798601840768,0.9964212698024086,1.0,0.9991,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,0.9991,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,1.0,0.9530700612030429,1.0,0.9590712521072976,0.958208087980401,1.133206354741688,0.9473595109593413,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.017760517863505,0.9981798601840768,0.9981798601840768,0.9964212698024086,1.0,0.9991,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,0.9991,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,1.0,0.9530700612030429,1.0,0.9590712521072976,0.958208087980401,1.133206354741688,0.9473595109593413,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9991,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.017760517863505,0.9981798601840768,0.9981798601840768,0.9964212698024086,1.0,1.0134560401715575,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,0.9991,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,1.0,0.9530700612030429,1.0,0.9590712521072976,1.0168734422354484,1.133206354741688,0.8837539683364735,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9991,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.017760517863505,0.9981798601840768,0.9981798601840768,0.9964212698024086,1.0,1.0134560401715575,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,0.9991,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,1.0,0.9530700612030429,1.0,0.9590712521072976,1.0168734422354484,1.133206354741688,0.8837539683364735,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991
1.0,0.9991,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.017760517863505,0.9981798601840768,0.9981798601840768,0.9964212698024086,1.0,1.0134560401715575,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,0.9991,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,1.0,0.983008402570145,1.0,0.9590712521072976,1.0168734422354484,1.133206354741688,0.8837539683364735,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991
1.0,0.9991,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.0168445333974279,0.9981798601840768,0.9981798601840768,0.9964212698024086,1.0,1.0134560401715575,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,0.9991,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,1.0,0.983008402570145,1.0,0.9590712521072976,1.0159582561374365,1.133206354741688,0.8837539683364735,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991
1.0,0.9991,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.0168445333974279,0.9981798601840768,0.9981798601840768,0.9964212698024086,1.0,1.0134560401715575,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,0.9991,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,1.0,0.983008402570145,1.0,0.9590712521072976,1.0159582561374365,1.133206354741688,0.8837539683364735,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991
1.0,0.9991,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.0168445333974279,0.9981798601840768,0.9981798601840768,0.9964212698024086,1.0,1.0134560401715575,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,1.0798508577855994,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,1.0,0.983008402570145,1.0,0.9590712521072976,1.0159582561374365,1.133206354741688,0.8837539683364735,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991
1.0,0.9991,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.0168445333974279,0.9981798601840768,0.9981798601840768,0.9964212698024086,1.0,1.012543929735403,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,1.0798508577855994,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,1.0,0.983008402570145,1.0,0.9590712521072976,1.0159582561374365,1.133206354741688,0.8837539683364735,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991
1.0,0.9991,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.0168445333974279,0.9981798601840768,0.9981798601840768,0.9964212698024086,1.0,1.012543929735403,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,1.0798508577855994,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,1.0,0.983008402570145,1.0,0.9590712521072976,1.0159582561374365,1.133206354741688,0.8837539683364735,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991
1.0,0.9972291822193365,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.0168445333974279,0.9981798601840768,0.9981798601840768,0.9964212698024086,1.0,1.012543929735403,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,1.0798508577855994,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,1.0,0.983008402570145,1.0,0.9590712521072976,1.0159582561374365,1.133206354741688,0.8837539683364735,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991
1.0,0.9972291822193365,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.0168445333974279,0.9981798601840768,0.9981798601840768,0.9964212698024086,1.0,1.012543929735403,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,1.0798508577855994,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,1.0,0.983008402570145,1.0,0.9590712521072976,1.0159582561374365,1.133206354741688,0.8837539683364735,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8833186224490831
1.0,0.9972291822193365,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,1.0168445333974279,0.9981798601840768,0.9981798601840768,0.9964212698024086,1.0,1.012543929735403,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,1.0798508577855994,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,0.9991,0.983008402570145,1.0,0.9590712521072976,1.0159582561374365,1.133206354741688,0.8837539683364735,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8833186224490831
1.0,0.9972291822193365,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,0.9431470952538505,0.9981798601840768,0.9981798601840768,0.9964212698024086,0.9991,1.012543929735403,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,1.0798508577855994,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,0.9991,0.983008402570145,1.0,0.9590712521072976,1.0868256375380574,1.133206354741688,0.8837539683364735,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8833186224490831
1.0,0.9972291822193365,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,0.9431470952538505,0.9981798601840768,0.9981798601840768,0.9964212698024086,0.9991,1.012543929735403,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,1.0798508577855994,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,0.9991,0.983008402570145,1.0,0.9590712521072976,1.0868256375380574,1.133206354741688,0.8837539683364735,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8833186224490831
1.0,0.9972291822193365,0.9909709758973299,0.9909709758973299,1.0,1.0,1.0,1.017760517863505,0.9431470952538505,0.9981798601840768,0.9981798601840768,0.9964212698024086,0.9991,1.012543929735403,1.1370319822800565,1.064612369936598,0.9691913224813065,0.9689147214122766,1.0798508577855994,1.0798508577855994,1.2676283907671013,1.0,1.0,0.9483115794649728,0.9991,0.983008402570145,1.0,0.958208087980401,1.0868256375380574,1.133206354741688,0.8837539683364735,0.932020610497534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8833186224490831
